0	12382
0	17454
0	34599
0	34898
0	38150
0	39456
100000	30465
100002	33688
100003	30465
100004	30465
10000	5894
100006	30462
100006	30462
100006	30563
100006	30563
100008	30462
100010	30463
100010	31039
100010	31305
100010	31357
100010	31357
100010	31530
100010	31530
100010	31530
100010	31556
100010	31653
100010	31653
100010	31653
100010	32096
100010	32289
100010	32289
100010	32289
100010	32903
100010	32903
100011	30463
10001	26463
10001	26463
100014	30464
100014	30592
100014	30592
100014	30728
100014	30728
100014	31531
10001	4581
100015	30505
100015	30629
100018	30465
100021	30465
100021	31186
100021	31816
100021	32456
100021	32842
100022	30466
100022	30908
100023	30708
100023	32903
100024	30466
100024	30565
100024	30642
100024	31480
100024	39394
100025	30466
10002	6580
100028	30468
100030	30468
100030	30468
10003	10691
10003	10691
10003	13845
100032	30468
1000	326
100033	35534
100034	30462
100034	30462
10003	4580
10003	4580
10003	4622
10003	4622
10003	4622
10003	4657
10003	4657
10003	4843
10003	4843
10003	4843
100035	30469
100037	30469
100038	30470
100038	30536
100038	31806
100038	31806
100038	35144
100040	32376
100040	32664
100044	30464
10004	4581
100045	30585
100047	30471
100047	30471
100049	30458
100049	30458
100050	30465
10005	20901
100052	30459
10005	32649
10005	32649
100053	30466
10005	4960
10005	4960
100055	30459
100055	30459
100056	30467
100058	30467
100058	30467
100060	30467
100061	30516
100061	30516
100062	30608
100062	30608
100064	30468
100064	30468
100064	30643
100064	30651
100064	30651
100064	30651
100064	30904
100064	30904
100064	31133
100064	31133
10006	4586
10006	4780
100065	30467
100067	30468
100067	30468
100068	30462
100070	30468
100071	30469
100072	30469
100074	30470
10007	4587
10007	4587
100075	30643
100075	30643
100075	31484
100075	31484
100075	31484
100076	30464
100076	30464
100077	30470
100080	30692
100080	30962
100080	36604
100080	36604
100081	30471
100081	30471
100082	30471
100082	30471
100083	30471
100083	30471
100083	31163
100084	31163
100086	30471
100089	30472
100089	30472
100090	30472
100090	30554
100090	33115
100091	30554
100091	30554
100092	30466
100092	30466
100093	30466
100093	30567
100094	30472
100094	30683
10009	4587
100096	30474
100099	30475
100101	30472
100103	30465
10010	4588
100105	30472
100105	30472
100105	30472
100106	30466
100108	30472
100109	30520
100109	30520
100110	30473
100110	30473
100111	30466
100111	30466
100113	30466
100113	30466
100114	31942
10011	4590
100116	30473
100116	30473
100117	30743
100117	30743
100117	30743
100118	31143
100118	31143
100118	31175
100119	30473
100120	30474
100121	30821
100122	30474
100123	30474
100123	30474
100124	30474
100124	30945
100128	30475
100128	31554
100128	32339
100128	32476
100130	30475
100131	30703
100132	30476
100134	30476
10013	4590
100136	30477
100139	31258
100140	30662
100141	30471
100	1422
100142	30478
10014	25250
10014	4591
100145	30479
100145	30479
100145	31146
100146	30473
100148	30473
100148	30473
10015	16747
10015	16747
100152	30480
100152	32925
10015	24645
10015	24645
100153	30473
100154	30480
100155	30475
10015	5792
10015	5792
100157	30468
100157	30468
100158	30477
100160	30477
100160	30477
100161	30477
100162	30556
100163	30477
100163	32856
100163	32963
10016	4593
100165	30536
100166	30470
100166	30694
100166	30694
100166	30694
100167	30468
100167	30468
100169	30477
100	17
100171	30477
100171	30477
10017	25179
100173	30478
10017	35504
10017	35504
10017	35504
10017	35696
100175	30478
100176	30885
100177	30478
100177	30478
100179	30478
100179	30540
100180	30540
100180	30540
100181	30479
10018	30750
10018	30750
100183	30479
100184	31409
10018	4594
100185	30469
100186	30479
100188	30480
100189	30511
100189	30511
100189	31263
100190	30475
100192	30481
10019	4595
100196	31148
100197	30482
100202	30483
100204	30483
100206	30484
100209	30484
100209	31025
100210	30484
100211	31240
100212	30623
100213	30484
100214	30484
100214	31611
100215	30485
100215	31552
100215	35558
100216	30485
100217	30485
100221	30474
100222	30485
100222	30801
100222	33201
100223	30477
100223	31162
100223	31162
100223	31162
100224	30480
100225	30486
100	22713
100227	30481
100228	30481
100229	30481
100230	30481
100231	30481
100232	30481
100232	30490
100232	30490
100232	30541
100232	30541
100232	30788
100232	30788
100232	30889
100232	30956
100232	30956
100232	30956
1002	326
1002	326
10023	29694
10023	29694
10023	29694
10023	29694
100	23303
10023	30739
10023	4600
100	23519
100235	30482
100236	32991
100237	30482
100239	30482
100239	30482
100240	30474
100240	30474
100241	33026
100243	30482
100244	30483
10024	4595
100245	30483
100245	32515
100247	30483
100250	30484
100250	30832
100	25193
100252	33757
100252	33757
100252	34636
100252	34636
100252	34636
100253	30484
100253	30484
100253	30883
100253	30883
100255	30484
100255	30595
100255	30595
100256	30484
100256	30484
100258	30484
100259	30484
100260	31008
100260	31008
100260	31405
100260	31405
100260	31405
100260	31405
100261	30485
10026	17755
10026	24700
10026	26409
10026	28667
100263	30479
10026	4596
100265	30477
100266	30485
100267	30485
100269	30486
100272	30486
100273	30478
100276	30487
100278	30479
100279	30488
100279	30488
100280	30488
100281	30488
100282	30479
100283	30488
100284	30479
10028	4596
100285	30489
100285	30502
100286	30489
100287	30484
100290	30469
100292	30487
100293	30487
100293	30487
100293	30810
100293	30810
10029	4599
100295	30488
100297	30488
100297	30488
100297	30644
100297	30644
100298	30488
100298	30488
100299	30488
100300	30766
100301	30488
100303	30488
100303	30562
100303	30970
100303	30970
100303	31475
100304	30489
10030	4602
100307	30489
100310	30489
100313	30490
100313	30878
100313	30878
100313	34429
100313	34429
100313	34429
100	31353
10031	4604
100315	30490
100	31565
100316	30490
100317	30485
100319	30491
100320	41431
100320	41431
100321	30485
100322	30492
100	32245
100323	32558
100	32336
100	32388
100324	30493
100325	30493
100327	30493
100328	30493
100329	30493
100329	31648
100329	34009
100329	34258
100330	30943
100	33102
100	33102
100	33102
100331	30574
100332	30493
10033	4606
100	33518
100335	30494
10033	6351
100337	30494
100339	30494
100340	30588
100341	30489
100341	30489
100342	30489
100	34327
100343	30495
100343	30495
10034	4600
100	34509
100	34509
100345	30651
100345	30651
100345	30651
100345	31857
100347	30495
100349	30495
100	34998
100	34998
100350	30487
100351	30495
100	35158
100	35158
100	35158
100352	30495
100352	30495
100352	30495
100352	32784
100352	32784
10035	25127
100354	30724
100354	30724
100354	30724
100356	30484
100357	30479
100	35744
100359	30491
100360	30490
100361	30491
100361	30980
100361	30980
100361	30980
10036	22823
100362	30479
10036	31463
100363	30491
100363	30491
100363	30940
100363	30940
10036	4603
100365	30491
100365	30491
100367	30492
100369	30492
100370	30486
100370	30486
10037	11581
100371	30502
100372	30475
100372	30475
100372	30538
100376	30493
100378	30494
100378	30494
100378	30494
100382	30495
10038	24677
10038	24677
10038	24860
10038	24860
10038	24860
10038	25387
10038	25387
100383	30495
100384	30495
10038	4604
10038	4604
10038	5326
10038	5326
10038	5326
100387	30496
100	38773
100	38773
100388	30489
100389	30497
100389	30497
100391	30497
100396	30498
100398	30498
100399	30498
100400	30493
100401	30492
100401	30492
100403	30499
100404	30499
100405	30499
100405	30499
100405	30565
100405	30565
100405	30565
100406	30500
100406	30500
100407	30922
100407	30922
100408	30496
100409	30496
100411	30497
100413	30498
100413	30498
10041	4607
100415	37138
100416	30497
100416	30497
100418	30499
100420	30499
100421	30499
100421	30499
100422	30490
100423	30500
100423	30500
100423	30612
100423	30612
100423	30612
100423	30848
100423	30848
100423	30848
100423	30848
100424	30848
100425	30550
100425	30550
100425	30827
100425	30827
100425	30827
100425	30838
100425	30838
100425	30838
100425	30838
100425	31229
100425	31229
100425	31229
100425	31229
100425	31229
100426	30491
100426	30491
100429	30491
100429	30491
100431	30500
100431	30500
100431	30500
100433	30501
100433	30728
100433	30728
100433	31069
100433	32816
100433	32816
100433	32816
100434	30501
10043	4609
100437	30501
100438	30574
100438	30574
100439	30501
100440	30496
100441	30502
100442	30502
100443	30496
100443	30496
100444	30502
100445	30996
100448	30502
100448	30502
100448	30723
100448	30723
100448	34357
100448	34357
100450	30502
100450	30502
100452	30503
10045	30009
10045	32599
100453	30503
100454	30503
10045	4607
100455	30503
100455	30503
100455	31076
100455	31155
100457	30497
100459	30496
100460	30504
100461	31786
100462	30504
100463	30504
100465	30505
100466	31207
100468	30501
100469	30501
100469	30659
100469	30727
100469	30797
100470	30501
100473	30503
100473	30503
10047	35764
10047	4611
100475	30733
100475	30733
100477	30503
100479	30497
100481	30503
100481	30503
10048	19372
10048	19372
10048	19422
10048	19422
100483	30504
100484	30504
100484	30504
100484	30504
100487	30504
100487	30504
100489	30505
100491	30505
100493	30505
100493	30505
100493	30505
100493	30505
100494	30505
10049	4615
100495	31117
100496	30506
100496	31489
100497	30505
100499	30506
100500	30507
100501	31494
100502	30507
100503	30507
100505	30507
100505	30507
100506	30508
100507	30508
100509	30508
100512	30502
100513	30509
10051	4612
100515	30502
100517	30502
100518	30509
100518	31328
100518	31443
100519	30510
100519	30510
100520	30510
10052	20212
100522	30510
100524	30511
10052	4614
10052	4614
100525	30511
100525	30511
100526	30511
100530	30506
100531	30507
1005	322
100532	30507
100532	31478
100533	30507
100534	30507
100534	30507
100534	30566
100534	30566
100536	30507
100537	31350
100537	38674
100540	30507
100540	30686
100542	30508
10054	4706
100545	30501
100547	30509
100550	30510
100550	30510
100551	30510
100552	30502
100552	30502
100552	31018
100553	30504
100555	30511
100555	30511
100555	31057
100557	30511
100559	30506
100559	30689
100560	30511
100561	30783
100561	31524
100562	30512
100562	34319
100562	34319
100562	40237
100564	30513
100564	30771
10056	4615
10056	4615
100565	30644
100565	30863
100566	30514
100566	30514
100566	31250
100566	31250
100566	31250
100567	31250
100568	30514
100570	33260
100571	30515
100571	30515
100571	30610
100571	30610
100571	30610
100571	30626
100571	30626
100572	30610
100573	30514
100573	31054
100574	30515
100574	38335
100576	30515
100576	30515
100576	30515
100577	30516
100577	30942
100577	30942
100577	31097
100577	31097
100577	31194
100577	31194
100578	30512
100578	30512
100579	30512
100579	30512
100581	30512
100583	30507
10058	4616
100585	30507
100586	30513
100586	32648
100587	30513
100587	30513
100589	30513
100590	30513
100590	30513
100592	30505
10059	26200
10059	28209
10059	28907
100593	31332
100593	31332
100593	33351
100593	33351
100594	30514
10059	4618
100596	30514
100599	30515
100600	30515
100601	30515
100601	30515
100603	30509
100604	30516
10060	4620
100608	30517
100609	30517
100609	30517
100610	31172
100610	31172
100610	31917
100610	31917
100610	40363
100612	30509
100613	30517
100613	30517
10061	4622
100615	30517
100617	30512
100619	30518
100620	30512
100621	30518
100621	30518
100621	30518
100621	30518
100621	30518
10062	4623
10062	4623
1006	25281
100627	30519
100628	31794
100630	30519
100632	30519
100632	30519
100632	30641
100632	30641
100632	31214
100635	30519
100635	31801
100635	31801
100637	30519
100638	30519
100639	30519
100639	32479
100639	32479
100639	35122
100639	35122
100640	30519
100642	30517
100642	30517
100643	30517
10064	38557
100644	30517
10064	4621
100646	30662
100646	30662
100646	30662
100649	30510
100649	30510
100650	30511
100651	30519
100651	30736
100651	30924
100651	31114
100652	30520
10065	4622
10065	4622
10065	4622
100656	30520
100656	30520
100656	30643
100656	30643
100656	30643
100657	30520
100657	31670
10065	7348
100659	30520
100659	30520
100659	30520
100660	30521
100662	30521
100662	30641
100662	33236
100663	34908
100663	34908
100664	30520
10066	4624
100666	30512
100666	30512
100668	30522
100669	30522
100670	30522
100670	30522
100670	30639
100670	30639
100671	30551
100671	30551
100673	30522
100673	30651
100674	30522
100676	30523
