Node	OutDegree
122779	1.0
122780	1.0
122782	3.0
122784	2.0
122785	1.0
122786	8.0
12279	1.0
122796	1.0
122797	2.0
122799	2.0
122800	2.0
122803	1.0
12280	2.0
122804	2.0
122805	2.0
12280	1.0
122806	1.0
122807	1.0
122809	1.0
122810	1.0
122811	1.0
122813	1.0
122815	1.0
1228	1.0
122817	1.0
122818	1.0
122820	2.0
122822	1.0
122823	2.0
122824	1.0
122825	1.0
122826	1.0
122828	1.0
122830	1.0
122831	1.0
122833	2.0
122834	1.0
122835	1.0
12283	1.0
122841	1.0
122842	3.0
122845	1.0
12284	1.0
122847	2.0
122848	2.0
122849	1.0
122850	1.0
122852	1.0
12285	1.0
122853	1.0
122855	1.0
12285	1.0
122857	2.0
122858	1.0
122859	1.0
122860	1.0
122861	2.0
122862	1.0
122864	1.0
122865	1.0
12286	1.0
122867	1.0
122869	4.0
122870	1.0
122871	1.0
122873	1.0
122874	4.0
122876	1.0
122878	3.0
122879	1.0
122882	1.0
122883	1.0
122885	1.3333333333333333
12288	1.0
122887	1.0
122889	1.0
122890	1.0
122891	1.0
122892	1.0
122894	1.0
122895	2.25
122896	2.0
122897	1.0
122899	1.0
122900	2.5
122901	1.0
12290	1.0
122902	2.0
122904	1.0
12290	1.0
122906	1.0
122908	2.0
122912	3.0
122913	1.0
1229	1.0
122915	1.0
12291	1.0
122916	1.0
122917	1.0
122918	1.0
122919	2.0
1229	1.0
122920	2.0
122922	1.0
122924	1.0
122926	2.0
1229	1.0
122928	1.0
122929	1.0
122930	1.0
122931	1.0
122932	2.0
122935	1.0
122937	1.0
122939	1.0
1229	1.0
122941	1.0
122942	1.0
122943	1.0
122945	1.0
12294	1.0
122946	1.0
122948	1.0
122950	2.0
12295	1.0
122954	2.0
12295	1.0
122956	2.0
122957	1.0
122958	1.0
122959	1.0
122960	1.0
122961	2.0
122963	1.0
122965	1.0
122966	1.0
122969	1.0
12297	1.0
122972	2.0
1229	1.0
122975	1.0
12297	1.0
122976	1.0
122979	1.0
122981	1.0
12298	1.0
122982	1.0
122984	1.0
122985	1.0
122986	1.0
122987	1.0
122988	1.0
122990	1.0
122992	1.0
12299	1.0
122996	1.0
122997	1.0
122999	1.0
123001	1.0
123002	1.0
123004	1.0
123006	1.5
123007	1.0
123008	1.0
123011	1.0
123012	1.0
123013	1.0
1	2.0
123015	1.0
123016	1.0
123018	1.5
123019	1.75
1	2.0
123020	1.0
123021	1.0
123022	1.0
123024	2.0
12302	1.0
123026	1.0
1	2.0
123027	1.0
123028	1.0
123029	1.0
123030	1.0
123031	1.0
123033	1.5
123034	2.0
123035	2.0
12303	1.0
123037	2.0
123038	1.0
123040	1.0
1230	5.0
123041	1.0
123042	1.0
123044	2.5
1230	2.0
123045	1.0
12304	1.0
123046	2.0
1	2.0
123047	1.0
123049	1.0
123051	2.0
123055	2.0
123057	1.0
123062	1.0
123063	4.0
1	2.0
123066	1.0
123067	1.0
1	2.0
123068	2.0
123069	1.0
123070	1.0
123072	1.0
123074	1.6666666666666667
1	2.0
12307	1.0
123076	2.0
123077	1.0
1	2.0
123079	1.0
123081	1.0
1	1.0
123083	2.0
1	2.0
123085	2.5
1	4.0
123086	1.0
123088	4.0
1	2.0
123094	1.0
123095	2.6666666666666665
12309	1.0
123096	1.0
123097	2.0
123100	1.0
12310	1.0
123102	1.0
12310	1.0
123104	1.0
123105	1.0
12310	1.0
123106	1.0
123107	1.0
123108	2.0
123110	2.0
12311	1.0
123114	1.0
1	1.0
123115	1.0
123	1.0
123119	2.0
123121	1.0
1	2.0
123122	1.0
123123	1.0
123125	2.0
12312	1.0
123127	1.5
123129	1.0
123130	1.0
123131	2.0
123136	1.0
1	2.0
123139	1.0
123140	1.0
123141	1.0
1231	1.0
123142	1.0
1231	1.0
123143	1.0
123145	2.0
12314	1.0
123148	1.0
123149	1.0
123150	1.0
123151	1.0
12315	1.3333333333333333
123153	1.0
12315	2.0
123155	2.0
12315	1.0
123157	1.0
1	2.0
123159	2.0
123162	3.0
123163	1.0
12316	1.75
123168	1.0
123169	1.0
123170	2.0
123171	1.0
12317	1.0
123173	1.0
123174	1.0
12317	1.0
123176	1.0
123177	1.0
123179	1.0
123180	1.0
123182	3.0
12318	1.0
123183	1.0
123184	1.0
123186	1.0
123187	1.0
123189	1.0
123190	1.0
123191	1.0
123192	2.0
123193	1.0
1	2.0
123195	1.0
123196	1.0
123199	1.0
123201	1.0
123202	2.5
12320	1.0
123203	1.0
123204	1.0
12320	2.0
123206	1.0
123207	1.0
123208	1.0
123210	1.0
123212	1.0
123214	1.0
123215	1.0
123217	2.0
123218	1.0
123219	1.0
1232	1.0
123222	2.5
123224	1.5
123225	2.0
12322	1.0
123227	1.0
123228	1.0
123231	2.0
123232	2.0
123233	1.0
123234	1.0
123235	1.0
12323	1.0
123237	1.0
123239	1.0
123241	1.0
123243	2.0
123244	1.0
123245	1.0
12324	1.0
123246	1.0
123247	1.0
123250	1.0
123251	2.0
123252	1.0
12325	1.0
123254	1.0
123255	1.0
12325	1.0
123256	2.5
123257	2.0
123258	1.0
123259	2.0
123260	1.0
123261	2.0
12326	2.0
123262	1.0
123264	1.6666666666666667
12326	1.0
123266	1.0
123267	1.0
123268	2.0
123271	2.0
123274	1.0
123275	1.5
12327	2.0
123277	1.0
123278	1.0
123279	2.0
123280	1.0
123282	1.0
12328	1.0
123284	1.0
123285	1.0
123286	1.0
123287	1.0
123288	2.0
123289	1.0
123291	1.0
123295	1.0
123296	1.0
123298	1.0
123300	1.0
123301	2.0
12330	1.0
123303	1.0
123304	1.0
12330	3.0
123307	1.0
123309	1.0
123310	1.0
123312	1.0
123313	1.0
123314	1.0
123315	2.0
12331	1.0
123317	1.0
123318	1.0
123320	1.0
123321	1.0
123323	1.0
123324	1.0
123325	1.0
12332	1.0
123329	2.0
123330	1.0
123332	1.0
123334	1.0
123335	1.0
123339	2.3333333333333335
123340	1.0
123341	1.0
123342	1.0
12334	1.0
123343	1.0
12334	1.0
123344	1.0
123345	1.0
123347	1.0
123349	1.0
123351	1.0
123352	1.5
123353	1.0
123355	1.0
123357	1.0
123358	2.6666666666666665
123359	1.0
123360	1.3333333333333333
123362	1.0
123364	1.0
12336	2.0
123366	1.0
123367	1.0
123368	1.0
123369	1.0
123370	2.5
123371	1.0
123372	1.0
123374	1.0
123375	1.0
12337	1.0
123376	2.0
123377	1.0
123378	1.0
123379	1.0
123381	1.3333333333333333
123382	1.0
123383	1.0
123385	3.0
12338	1.0
123387	2.0
123388	1.0
123389	2.0
123390	1.0
123391	2.0
123393	1.0
123394	1.0
123395	2.0
12339	1.0
123397	1.0
123398	1.0
123399	1.0
123401	1.0
12340	1.0
123403	1.0
1	6.0
123405	1.0
1	2.0
12340	1.0
1	4.0
123407	1.0
1	5.5
123409	1.0
1	5.0
123410	1.0
1	6.0
123411	1.0
1	3.0
123413	2.0
1	6.0
123414	2.0
1	8.0
123415	2.5
1	4.0
123416	1.0
1	5.0
123417	1.5
123418	1.0
123419	1.0
123425	1.0
12342	1.0
123427	2.0
123430	1.0
123433	1.0
123434	1.0
123435	2.0
12343	2.0
123436	1.0
123437	1.0
123438	2.0
123440	1.0
123441	1.0
123444	1.0
123445	1.0
123447	1.0
123448	1.0
123449	1.0
12345	1.8571428571428572
123453	1.0
123454	1.0
123456	1.0
123458	1.0
123460	2.0
123462	1.0
12346	1.75
123464	1.0
123465	1.0
123466	1.0
123468	1.0
123469	1.0
123470	1.0
12347	1.0
123471	1.0
12347	1.2
123473	1.0
12347	1.5
123474	2.5
123475	1.0
12347	1.0
123476	1.0
123478	1.0
12347	2.0
123479	1.0
123481	1.0
123482	1.0
1	2.0
12348	1.0
123486	1.0
123488	5.0
123493	3.0
123496	1.0
123498	1.0
123500	1.0
123501	2.0
123502	1.0
123503	1.0
123504	2.0
12350	1.0
123506	1.0
123507	2.0
123509	1.75
12351	1.0
123513	1.0
123514	1.0
12351	2.0
123516	2.0
123518	2.0
123522	1.0
12352	1.0
123523	1.5
123524	1.0
123525	1.0
123527	1.0
123530	1.0
123531	4.0
123534	1.0
12353	1.0
123538	1.0
123539	2.0
123540	2.0
123541	2.0
123542	2.0
123543	2.0
123545	1.25
123546	1.0
123551	3.111111111111111
123552	1.0
123553	1.0
123555	1.0
12355	1.0
123556	1.0
123557	1.0
123558	1.0
123559	1.0
123561	2.0
123563	1.0
123564	1.0
123565	1.0
12356	1.0
123567	1.0
123569	1.0
12357	1.0
123572	2.0
12357	1.0
123574	2.0
123575	2.0
12357	1.0
123576	1.0
123577	1.0
123578	1.0
123581	1.0
123583	1.0
12358	1.0
123586	1.0
123589	1.0
123591	1.0
123593	1.0
123594	1.0
123596	1.0
123598	1.0
123600	1.0
123601	1.0
123602	1.0
123603	2.0
123604	1.0
12360	1.0
123607	1.0
123608	1.0
123610	3.0
123611	1.0
123612	1.0
123613	1.0
123614	1.0
123615	1.0
12361	1.0
123616	1.0
123618	1.0
123619	4.0
123623	1.0
123624	1.0
123625	1.0
123627	1.0
123628	1.0
123629	1.0
123630	1.0
123631	1.5
123632	2.0
123633	1.3333333333333333
123635	1.0
12363	1.0
123637	1.0
123639	3.0
123640	1.0
1236	2.0
123641	1.0
123643	1.25
123644	2.0
123645	1.0
12364	1.0
123646	1.0
123647	1.0
123648	1.0
123649	2.0
123651	2.0
123652	1.0
123654	1.0
123656	1.0
123657	1.0
123658	1.0
123659	1.0
123661	1.0
123662	1.0
12366	1.0
123663	1.0
123664	2.0
12366	2.0
123666	1.0
123668	1.0
123669	1.0
123671	1.0
123672	2.0
123674	2.0
123675	1.0
12367	1.0
123677	1.0
123679	2.3333333333333335
123680	1.0
123682	2.0
123685	1.0
12368	1.0
123687	2.0
123690	1.0
123691	1.0
123693	1.0
123695	1.0
12369	1.0
123696	2.0
123697	1.75
123699	1.0
123700	1.0
123701	1.5
123702	1.0
123704	2.0
123705	2.0
12370	1.0
123707	3.0
123708	1.0
123709	2.0
123710	2.0
123712	1.0
123713	1.0
123714	2.0
123715	3.0
123716	2.0
123718	1.0
123719	1.5
123720	1.0
123721	1.0
123723	1.0
123724	2.0
12372	1.0
123726	1.0
123727	1.0
123728	1.0
123729	1.0
123731	2.0
123733	1.0
123735	1.0
12373	1.0
123737	3.0
123739	1.0
123740	1.0
123742	1.0
123745	1.0
123747	2.0
123750	2.0
123751	1.0
123753	1.0
123754	2.0
123755	2.5
12375	2.0
123758	3.0
123759	1.0
123761	1.2
123763	2.0
123764	1.3333333333333333
123765	2.0
12376	1.0
123767	1.0
123771	2.0
123772	1.0
123773	1.0
123775	2.0
123776	1.0
123777	1.0
123779	1.0
123781	2.0
123783	1.0
123785	1.0
12378	1.0
123786	1.0
123787	1.0
123788	2.5
123789	1.0
123790	1.0
123791	1.0
123792	2.0
123793	1.7692307692307692
123794	1.0
123796	1.0
123797	1.0
123799	1.0
123800	1.0
123801	1.0
123803	2.0
123805	2.0
12380	3.0
123807	1.0
123809	1.0
123811	1.0
123812	1.0
123813	1.0
123815	1.0
12381	1.0
123819	1.0
123821	1.0
123822	1.0
123823	1.0
123824	1.0
12382	2.0
123827	1.0
1238	1.0
123829	1.0
123831	1.0
123833	1.0
123834	1.0
123835	1.0
123837	1.0
123840	1.0
123841	1.0
123843	2.0
123844	2.0
123845	1.0
12384	1.0
123846	3.0
123847	1.0
123848	1.0
123850	2.0
123852	2.0
123853	2.0
123856	1.0
123859	1.0
123860	1.0
123862	1.0
123864	2.0
123865	1.5
123866	1.0
123867	1.0
123869	1.0
123870	1.0
123871	1.0
123873	1.0
123875	2.0
12387	1.0
123878	2.5
123879	1.0
123881	2.0
123882	1.0
123883	1.0
123884	1.0
123885	1.0
12388	1.0
123886	1.0
123887	3.75
123888	1.0
123890	1.0
123891	1.0
12389	1.0
123894	1.0
123895	2.0
123896	1.0
123897	1.0
123898	1.0
123901	1.0
123902	1.0
123903	1.0
123904	2.142857142857143
123905	1.0
12390	1.0
123907	1.0
123908	1.0
123911	3.0
12391	1.0
123913	1.0
1239	1.0
12391	1.0
1239	1.0
123916	1.0
1239	1.0
123917	2.0
123918	4.0
123920	1.0
123923	2.0
123925	2.0
12392	1.0
123927	1.0
123928	1.0
123929	1.0
123930	1.0
123932	1.0
123934	3.0
123938	1.0
123939	1.0
1239	1.0
123941	1.0
123942	1.0
123943	1.0
123944	1.0
123945	2.0
12394	1.0
123946	2.0
123948	1.0
123950	1.0
123952	2.0
123955	2.0
123956	1.0
123957	1.0
123958	1.0
123960	1.0
123961	1.0
123962	1.0
123964	1.0
12396	2.0
123966	1.0
123968	1.0
123970	1.0
12397	1.0
123972	1.0
12397	1.0
123973	1.0
123974	1.0
123975	2.0
12397	1.0
123976	1.0
123977	1.0
123978	1.0
123979	1.0
123981	2.0
123983	1.0
123984	2.0
123986	1.0
12398	1.0
123987	1.0
123989	1.0
123990	2.0
123993	1.0
123994	2.0
12399	1.0
123996	1.0
123997	1.0
123998	1.0
123999	1.0
124002	1.0
124005	3.0
12400	1.0
124007	2.0
124009	1.5
124010	1.0
124011	2.0
124013	2.0
124015	1.0
12401	2.0
124017	1.0
124019	1.0
124020	1.0
124022	2.0
124024	3.5
124025	1.0
12402	1.0
124026	1.0
124028	1.0
124029	2.0
124030	1.0
124032	1.0
124033	1.0
124034	1.0
124035	1.0
124036	1.0
124038	1.0
124039	1.0
124040	1.0
124041	1.0
124042	1.0
12404	1.0
124046	1.0
124048	1.0
124049	2.0
124050	1.0
124052	1.0
124055	1.0
124056	1.0
124057	1.0
124058	1.0
124060	1.0
124061	1.0
124062	1.0
124064	1.0
124065	2.0
12406	1.0
124067	1.0
124068	1.0
124069	1.0
124070	1.0
124071	1.3333333333333333
124072	1.0
12407	2.0
124073	1.0
124074	1.0
124075	2.0
124077	2.0
124078	1.0
124079	1.0
124081	1.0
124082	1.0
124083	1.0
124085	1.0
12408	1.0
124086	1.0
124088	1.0
124089	1.0
124091	1.0
124093	1.0
124095	1.5
12409	3.0
124097	1.0
124099	1.0
124100	1.0
12410	1.0
124103	2.0
124104	1.5
124105	1.0
12410	1.0
124107	1.0
124108	1.0
124109	1.0
124110	2.0
124112	1.0
124114	1.0
124115	1.0
124117	2.0
124119	1.0
124121	2.0
12412	1.5
124123	1.0
124125	1.0
1241	1.0
12412	2.0
124127	1.0
124128	2.0
124130	1.0
124131	1.0
124132	1.0
124133	1.0
124135	1.7142857142857142
12413	3.0
124136	1.0
124137	1.0
124138	1.0
1241	2.0
124141	1.0
124142	1.0
124146	1.0
124147	1.0
124149	1.0
124153	1.0
124155	2.0
124157	1.0
124159	1.0
124160	1.0
124161	1.0
124163	1.0
124164	1.0
124165	1.5
124166	3.0
124169	1.0
124170	2.0
124171	1.0
124172	1.0
124173	1.0
124175	1.0
12417	2.0
124177	1.0
124178	2.0
124179	1.0
124180	1.0
124181	1.0
124183	1.0
124184	1.8333333333333333
124185	1.0
124186	1.0
124187	1.0
124188	1.0
124189	1.0
124190	1.0
124191	2.0
124194	1.0
1	1.0
12419	1.0
124196	1.0
124198	1.0
124199	1.0
124201	1.0
12420	1.0
124203	1.0
12420	1.0
124205	1.0
124207	1.0
124209	2.0
124214	1.0
1	2.0
12421	2.0
124216	1.0
124217	2.0
124219	1.0
124220	1.0
1	2.0
124222	1.0
124224	1.0
1242	1.0
124226	1.0
124227	1.0
1	2.0
124230	1.0
1	2.0
124231	1.0
124232	1.0
124233	1.0
124234	2.0
1	2.0
12423	2.0
124237	1.0
1	2.0
124238	1.0
124240	2.0
124241	2.0
124244	1.3333333333333333
12424	1.0
124246	1.0
124247	2.0
1	2.0
124249	1.0
124251	3.0
12425	1.0
124253	1.0
1	2.0
12425	1.0
124257	1.0
124259	1.0
124261	1.0
124262	2.0
12426	1.0
124263	1.0
124264	1.0
1242	1.0
124265	1.0
12426	2.0
124266	1.0
124267	2.0
124268	1.0
124269	1.0
1	2.0
124271	1.0
124273	1.0
124274	1.0
124275	3.0
12427	1.0
124276	2.0
124279	1.0
124280	2.5
124281	1.0
12428	1.0
124283	1.0
124285	1.0
1	2.0
12428	1.0
124286	1.0
1	2.0
124288	1.0
124290	1.0
124292	1.0
124294	2.0
124296	1.0
124298	1.0
12429	1.0
124299	1.0
12430	3.0
124301	2.0
1	6.0
124302	1.0
1	6.0
124303	1.0
1	2.0
124304	1.0
1	4.0
124305	1.0
1	6.0
12430	1.0
124306	2.0
1	6.0
124307	1.0
1	6.0
124308	1.0
1	6.0
124309	1.0
124	1.0
1	4.0
124310	2.5
1	4.0
124311	1.0
1	5.333333333333333
124314	2.0
1	8.0
124315	2.0
1	2.0
12431	6.0
124316	2.0
124317	1.0
124318	2.0
124320	1.0
124321	1.0
124323	2.0
124324	1.0
124325	1.0
124327	1.0
124329	1.0
124330	1.0
124331	2.0
124333	1.0
124335	1.0
124337	1.0
124338	1.0
124339	1.0
124340	2.0
124341	1.0
124343	1.0
124344	1.0
124345	1.0
12434	1.0
124346	1.0
124347	1.0
124348	1.0
124350	1.0
12435	2.0
124351	6.0
12435	1.5
124356	1.0
124357	1.0
124358	1.0
124359	1.0
124360	1.0
124361	1.0
124363	1.0
124365	2.0
12436	1.0
124367	4.0
124370	1.0
124372	2.0
124374	1.0
124375	1.0
124376	1.0
124378	2.2
124379	1.0
124380	1.0
124382	1.0
124384	1.0
124385	1.0
12438	1.0
124386	1.0
124388	1.0
124389	1.0
124390	1.0
124391	1.0
124392	2.0
124394	1.0
124396	1.0
124397	1.0
124398	2.75
124399	1.0
124402	1.0
124403	1.0
124405	1.0
12440	1.0
124406	1.0
1	2.0
124407	1.0
124408	1.0
124409	1.0
124410	1.0
124413	1.0
12441	1.0
124415	1.0
124417	1.0
124418	1.0
124419	1.0
124420	1.6666666666666667
124422	1.5
124424	1.0
12442	1.0
124426	1.0
124427	1.0
124429	1.0
124431	1.0
124432	1.25
124433	2.0
124434	1.0
124435	7.5
124440	1.0
1244	1.0
124444	1.0
12444	1.0
124446	1.0
124450	1.0
124453	1.0
124454	1.0
12445	1.0
124457	1.0
124459	1.0
124460	1.0
124464	1.0
12446	1.0
124468	1.0
124469	1.0
124470	1.0
124471	1.0
124472	1.0
124475	2.0
12447	1.0
124476	1.0
124478	2.0
124482	1.0
12448	1.0
124484	1.0
124485	1.0
12448	1.0
124487	1.0
124488	2.0
124489	2.0
124492	2.0
124493	1.0
12449	1.0
124496	1.0
124497	1.0
124498	1.0
124499	2.0
124500	2.0
124501	1.0
12450	1.0
124503	1.0
124504	1.0
124505	2.0
12450	1.0
124506	2.0
124508	1.0
124509	2.0
124510	4.0
124511	2.0
124513	2.5
124514	1.0
124515	1.0
12451	2.0
124518	1.0
124521	1.0
124522	1.0
124524	1.3333333333333333
124526	1.0
124528	2.0
124529	1.0
124531	2.0
124533	2.0
124534	1.0
12453	1.0
124536	1.0
124538	1.375
124539	2.0
124541	1.0
1245	1.0
124542	1.0
124544	1.0
124545	1.8333333333333333
12454	1.0
124547	2.0
124549	2.0
124551	1.5
124552	1.0
124553	2.0
124557	1.0
124558	1.0
124559	1.0
124560	1.0
124562	1.0
12456	2.0
124564	1.0
124565	1.0
12456	1.0
124567	1.0
124568	2.0
124570	2.0
124572	1.0
124574	1.0
12457	1.0
124576	1.0
124578	1.0
124579	1.0
12458	2.0
124582	1.0
12458	1.0
124583	1.0
12458	1.0
124585	1.0
124586	1.0
124587	1.5
124588	1.0
124589	2.0
124591	1.0
124592	1.0
124593	1.0
124594	1.0
124595	1.0
12459	1.0
124597	1.0
124599	1.0
124601	3.0
124602	5.0
12460	1.0
124604	3.0
12460	1.0
124608	1.0
124609	2.0
124610	2.0
12461	2.0
124612	2.5
124613	1.0
124614	1.0
12461	2.0
124616	1.0
124617	1.0
12461	1.0
124619	1.0
124620	1.0
124621	1.0
124622	1.0
124624	1.0
12462	1.0
124626	1.5
12462	1.0
124628	1.0
124630	1.0
124632	1.0
124633	2.0
124635	2.0
12463	2.0
124636	1.0
124638	1.0
124641	1.0
124643	1.0
124646	1.0
124647	1.0
124648	1.0
124649	1.0
124651	1.0
124653	1.0
124655	1.0
12465	1.0
124656	1.0
124657	1.0
124658	1.0
124661	1.0
124662	1.0
12466	1.0
124664	1.0
12466	3.0
124669	1.0
124672	1.0
124673	1.0
124674	1.0
124675	2.0
124676	1.0
124677	2.0
124679	1.0
124680	1.5
124683	2.0
124684	2.0
124685	1.0
124686	1.0
124687	1.0
124689	1.0
124690	2.0
124692	1.0
124693	2.0
124694	1.0
124695	1.0
124697	2.0
124701	1.0
124702	1.0
12470	2.0
124703	2.0
124704	1.0
124706	1.0
124708	1.0
124711	1.0
124713	2.0
124714	2.6666666666666665
124715	1.3333333333333333
124719	1.0
124720	1.6
124722	1.0
12472	1.0
124723	1.0
124724	1.0
124727	1.0
124730	2.0
124732	2.0
124733	2.0
12473	2.0
124736	2.0
124737	1.0
12473	2.0
124739	1.0
124740	1.0
124741	1.0
124742	1.0
124743	1.5
124745	2.0
124746	2.0
124748	1.0
124750	1.0
124753	1.0
12475	2.0
124756	1.0
124757	1.0
124758	1.0
124759	2.0
124760	1.0
124762	1.0
124763	2.0
124764	2.0
12476	1.0
124766	1.5
124767	1.5
124770	1.0
124771	1.0
124772	1.0
124774	2.0
124775	1.0
124776	1.0
124777	1.0
124778	1.0
124781	2.0
124782	1.0
124783	1.0
124785	1.0
124786	1.0
124788	1.0
124789	1.0
124792	1.0
124793	1.0
124794	1.0
124795	1.5
12479	2.0
124796	1.0
124797	1.0
124798	3.0
124800	1.0
124801	1.0
124802	1.0
12480	1.0
124803	4.0
124806	4.0
124807	1.0
124808	2.0
124809	2.0
124811	1.0
124813	2.0
124814	2.3333333333333335
12481	1.0
124816	1.0
124817	1.0
124820	2.0
124821	1.0
124822	1.0
12482	1.0
124823	1.0
124825	1.0
12482	1.0
124826	2.0
124828	1.0
124829	3.0
124832	2.0
12483	2.1666666666666665
124834	1.0
124835	1.0
124837	1.0
124839	1.0
12484	1.0
124841	1.0
1248	1.0
124843	1.0
12484	1.0
124845	1.6666666666666667
12484	1.0
124846	2.0
124847	1.0
124848	1.0
124849	1.0
124851	2.0
124852	1.0
124853	2.0
124856	2.0
124857	1.0
124858	1.0
124859	1.0
124861	1.0
124863	1.0
124865	1.0
12486	1.0
124866	1.0
124867	1.0
124869	1.0
124871	1.0
124874	1.0
124876	1.0
124878	2.0
124880	1.0
124883	1.0
124884	1.0
124885	1.0
124886	2.0
124887	1.0
124892	1.0
12489	2.0
124893	1.0
124895	1.0
12489	1.0
124897	1.0
124899	2.0
124900	4.166666666666667
124901	1.0
124902	1.0
124904	1.0
124905	1.0
124907	2.5
124908	1.0
124909	2.0
124910	1.0
12491	1.0
124912	1.0
12491	1.0
124913	1.0
12491	2.0
124917	1.0
124918	1.0
124919	1.0
124920	1.0
124922	2.0
124925	2.0
124926	1.0
124927	1.0
124928	2.0
124930	1.0
124932	2.0
124933	2.0
124936	1.0
124938	1.5
124941	1.0
124943	1.0
1249	1.0
124944	1.6
12494	1.0
124946	1.0
124947	2.0
124950	1.0
124952	1.0
124953	1.0
124954	1.0
124955	1.3333333333333333
12495	1.0
124958	1.0
12496	1.0
124962	1.25
124963	1.8333333333333333
124964	1.0
12496	1.0
124966	1.0
124967	1.0
124969	1.0
124970	1.0
124971	1.0
124973	1.0
124974	1.0
124975	1.0
12497	2.0
124976	1.0
124978	1.0
124980	1.0
124981	2.0
124983	1.0
124984	2.0
124985	1.0
12498	2.0
124990	2.0
124991	1.0
124993	1.0
124994	1.0
124995	2.5
124996	1.0
124997	1.0
124999	1.0
1	2.0
125000	1.0
125001	2.0
125004	2.0
125005	1.0
125006	1.0
125007	1.0
125008	1.0
125009	1.0
125010	1.0
125012	2.0
125013	1.0
125014	2.0
12501	1.0
125017	1.0
125019	1.0
125020	1.5
125022	1.0
125024	2.0
125026	2.0
125028	1.0
125029	1.0
125031	1.0
125032	1.0
12503	1.0
125034	1.0
125035	1.0
12503	2.0
125036	1.5
125037	1.0
125039	2.0
125041	1.0
125042	1.0
1250	2.0
125044	1.0
125046	1.0
125047	1.0
125048	2.0
125050	1.0
125051	1.0
125052	1.0
125053	1.0
125055	1.0
125056	2.0
125057	1.0
125058	2.0
125059	2.0
125062	2.0
125063	1.0
125064	2.0
12506	1.0
125066	1.0
12506	1.0
125067	2.0
125069	1.0
125070	1.0
125071	1.0
125073	2.0
125074	1.0
12507	1.0
125079	1.0
125080	1.0
125082	1.0
125084	1.0
125085	1.0
12508	1.0
125087	1.75
125088	1.0
125089	1.0
125092	1.3333333333333333
125094	1.0
125095	1.0
12509	1.0
125097	2.1666666666666665
125098	1.0
125101	2.611111111111111
125102	1.0
125103	1.0
125104	1.0
125105	1.0
12510	1.0
125107	1.0
125109	1.0
12511	1.0
125111	2.0
12511	1.0
125113	1.0
125115	1.4
12511	1.6666666666666667
125118	2.5
12511	1.0
125119	1.0
12511	1.0
125120	2.0
125122	1.0
125125	1.0
125127	1.0
125128	1.0
125130	1.0
125131	1.0
125132	1.0
125134	1.0
125135	1.0
12513	1.0
125136	1.0
125138	1.0
125139	1.0
125140	1.0
125141	1.0
125143	1.0
125144	1.0
125145	1.0
12514	2.0
125146	1.0
125147	1.0
125150	2.0
125151	1.8
12515	2.0
125153	1.0
125154	1.0
125155	1.0
12515	2.0
125156	1.0
12515	2.0
125158	1.0
125159	1.0
125161	1.0
125164	1.0
125166	1.0
125167	2.0
125169	1.0
125170	1.0
125171	2.0
125175	1.0
12517	1.0
125176	2.0
125179	1.0
125182	1.5
125183	1.0
125185	2.0
125187	2.0
125188	1.0
125189	1.5
125190	1.3333333333333333
125191	1.0
125192	3.0
1	2.0
12519	1.0
125196	2.0
125199	2.0
125200	1.0
125202	1.0
1	4.0
125204	1.0
125205	1.0
125206	1.0
125208	2.0
125209	1.5
125210	1.0
125211	1.0
125212	1.0
125213	1.0
125214	2.3333333333333335
125215	1.0
12521	1.0
125216	1.0
125217	1.0
125218	1.0
125221	1.0
125222	1.25
125223	1.5
12522	4.0
1252	1.0
125226	1.0
125227	1.0
125229	1.0
125230	2.0
12523	1.0
125233	2.0
125235	1.0
125239	2.0
125240	2.0
125242	1.0
12524	1.8181818181818181
1252	1.0
12524	2.0
125243	1.0
125244	1.0
125245	1.0
125247	1.0
125249	1.0
125251	1.0
12525	1.0
125256	2.0
125258	1.0
125260	1.0
125264	1.0
125266	1.0
125267	1.0
125269	1.0
125271	1.0
12527	1.0
125272	1.0
125273	1.5
125274	1.0
125275	1.0
12527	1.0
125278	1.0
125279	1.0
125281	1.0
125282	1.0
125283	2.0
125285	1.0
125287	1.0
125288	1.0
12528	2.0
125289	2.0
125291	1.0
125293	1.3333333333333333
12529	1.0
125294	1.0
125295	1.0
12529	1.0
125296	1.0
125298	1.0
125302	1.0
125303	1.0
125306	2.0
125307	2.0
125308	2.0
125309	2.0
125310	1.4
125311	1.0
125312	1.6666666666666667
125313	1.25
125314	1.0
125317	1.0
125318	1.0
125319	1.0
125321	1.0
125323	1.0
125326	1.0
125327	1.0
125328	1.0
125329	1.0
125330	1.0
125331	1.0
125332	2.0
125335	1.0
12533	1.0
125336	1.0
125337	1.0
125339	2.0
125342	1.0
125343	1.0
125344	1.0
125345	2.0
12534	1.0
125347	3.0
125348	1.0
125349	1.0
125350	2.0
12535	1.5
1	2.0
125354	2.0
125355	1.0
12535	1.0
125356	1.0
125359	1.0
125361	1.0
125362	1.0
125363	1.0
125365	1.0
12536	2.0
125366	1.5
125367	1.0
125369	1.0
125371	2.0
125373	1.0
125376	1.0
125378	1.0
125380	2.0
125381	1.0
125382	1.0
12538	1.5
125383	1.0
125384	1.0
125386	1.0
125388	1.0
125389	1.0
125391	1.0
125392	2.0
125393	1.0
125394	1.0
125395	1.0
12539	1.0
125396	2.0
125397	1.5
